artists,id,name,popularity,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,analysis_url,duration_ms,time_signature
Anxhela Peristeri,7Ca1YA47yXQByUTX2jHMlN,Karma,65,spotify:track:7Ca1YA47yXQByUTX2jHMlN,0.515,0.627,7,-10.083,0,0.0448,0.00371,0.0,0.127,0.192,149.987,audio_features,https://api.spotify.com/v1/audio-analysis/7Ca1YA47yXQByUTX2jHMlN,179200,4
Arilena Ara,0Y6JVcxzdXaNwHROjoyuww,Fall from the Sky,39,spotify:track:0Y6JVcxzdXaNwHROjoyuww,0.369,0.677,7,-3.382,0,0.0365,0.0187,0.0,0.312,0.243,144.755,audio_features,https://api.spotify.com/v1/audio-analysis/0Y6JVcxzdXaNwHROjoyuww,188890,4
Jonida Maliqi,7p83db7oriaCul8WzoLr6f,Ktheju Tokës,32,spotify:track:7p83db7oriaCul8WzoLr6f,0.531,0.611,1,-5.119,1,0.0387,0.0162,0.0,0.11,0.597,115.058,audio_features,https://api.spotify.com/v1/audio-analysis/7p83db7oriaCul8WzoLr6f,194452,4
Eugent Bushpepa,6vGLWavGUuAs9vpZyprUl0,Mall,36,spotify:track:6vGLWavGUuAs9vpZyprUl0,0.322,0.807,4,-4.468,1,0.0368,0.0106,0.0,0.168,0.493,189.743,audio_features,https://api.spotify.com/v1/audio-analysis/6vGLWavGUuAs9vpZyprUl0,190491,3
Lindita,4cxdvy2QfC7Yzh5m8zwX3i,World,0,spotify:track:4cxdvy2QfC7Yzh5m8zwX3i,0.426,0.788,0,-4.566,1,0.0404,0.11,0.0,0.289,0.294,84.965,audio_features,https://api.spotify.com/v1/audio-analysis/4cxdvy2QfC7Yzh5m8zwX3i,176223,4
Elhaida Dani,37Iemq844Q9wKENnwbFtWe,I'm Alive - Eurovision 2015 - Albania,0,spotify:track:37Iemq844Q9wKENnwbFtWe,0.302,0.731,9,-8.544,0,0.186,0.0187,0.0,0.243,0.377,150.018,audio_features,https://api.spotify.com/v1/audio-analysis/37Iemq844Q9wKENnwbFtWe,186306,4
Hersi,1e7hVISj3bDzGrknIRJCA0,One Night's Anger - Eurovision 2014 - Albania,0,spotify:track:1e7hVISj3bDzGrknIRJCA0,0.537,0.583,8,-5.599,1,0.0331,0.265,0.0,0.0706,0.557,151.952,audio_features,https://api.spotify.com/v1/audio-analysis/1e7hVISj3bDzGrknIRJCA0,184613,3
Adrian Lulgjuraj,6iTD7ux4v0qVd1I11LbiUe,Identitet,0,spotify:track:6iTD7ux4v0qVd1I11LbiUe,0.642,0.849,4,-8.803,1,0.0323,0.0012,9.61e-06,0.096,0.775,105.017,audio_features,https://api.spotify.com/v1/audio-analysis/6iTD7ux4v0qVd1I11LbiUe,242000,4
Rona Nishliu,1ulbWiFaKvwdLzYOGOS7FC,Suus,28,spotify:track:1ulbWiFaKvwdLzYOGOS7FC,0.285,0.33,10,-5.148,0,0.0343,0.798,2.42e-05,0.109,0.0933,73.897,audio_features,https://api.spotify.com/v1/audio-analysis/1ulbWiFaKvwdLzYOGOS7FC,254272,3
Aurela Gace,0kDPa3jNIb7Bv5js0skSNY,Feel the Passion,14,spotify:track:0kDPa3jNIb7Bv5js0skSNY,0.439,0.257,8,-9.631,0,0.0425,0.841,1.57e-05,0.109,0.116,74.534,audio_features,https://api.spotify.com/v1/audio-analysis/0kDPa3jNIb7Bv5js0skSNY,235585,3
Juliana Pasha,3QhSvuHP29nZM5uLDec8cn,Nuk Mundem Pa Ty,0,spotify:track:3QhSvuHP29nZM5uLDec8cn,0.734,0.791,1,-6.39,1,0.0433,0.158,0.0,0.337,0.716,137.013,audio_features,https://api.spotify.com/v1/audio-analysis/3QhSvuHP29nZM5uLDec8cn,183697,4
Kejsi Tola,2RXAceow4zcK8jRSIdfbeH,Carry Me In Your Dreams,41,spotify:track:2RXAceow4zcK8jRSIdfbeH,0.683,0.665,8,-8.405,0,0.0499,0.00287,0.0,0.0839,0.667,127.968,audio_features,https://api.spotify.com/v1/audio-analysis/2RXAceow4zcK8jRSIdfbeH,187106,4
Olta Boka,1SmtEzPZF7FucrJDAYG4xC,Zemrën E Lamë Peng,0,spotify:track:1SmtEzPZF7FucrJDAYG4xC,0.518,0.558,8,-5.988,1,0.0277,0.739,4.54e-06,0.0875,0.572,95.228,audio_features,https://api.spotify.com/v1/audio-analysis/1SmtEzPZF7FucrJDAYG4xC,208767,3
Frederik Ndoci,16Xi2dx8Og7MYLxFB14BJA,Balada e gurit,0,spotify:track:16Xi2dx8Og7MYLxFB14BJA,0.533,0.672,9,-6.612,0,0.0434,0.432,9.23e-05,0.72,0.242,130.062,audio_features,https://api.spotify.com/v1/audio-analysis/16Xi2dx8Og7MYLxFB14BJA,266101,4
Luis Ejlli,2r9zEvzCP2CWCLQqonVNkf,Zjarr E Ftohtë,12,spotify:track:2r9zEvzCP2CWCLQqonVNkf,0.677,0.738,9,-8.245,0,0.0642,0.64,2.4e-06,0.114,0.688,112.003,audio_features,https://api.spotify.com/v1/audio-analysis/2r9zEvzCP2CWCLQqonVNkf,217700,4
Ledina Çelo,5kFlgXm0JbZdwikI7fQ34M,Nesër Shkoj,13,spotify:track:5kFlgXm0JbZdwikI7fQ34M,0.854,0.624,7,-9.129,0,0.0478,0.141,1.25e-06,0.0585,0.802,110.031,audio_features,https://api.spotify.com/v1/audio-analysis/5kFlgXm0JbZdwikI7fQ34M,217126,4
Anjeza Shahini,0JNzMUsIXgzEYub7CyEp6i,Dua Të Jem Imazhi Yt,16,spotify:track:0JNzMUsIXgzEYub7CyEp6i,0.69,0.664,1,-5.819,1,0.0461,0.388,0.000646,0.103,0.619,122.994,audio_features,https://api.spotify.com/v1/audio-analysis/0JNzMUsIXgzEYub7CyEp6i,265087,4
Susanne Georgi,0EGIFOfUaQ3oAfcvBwtqRc,La Teva Decisió/Get A Life (Main Mix),0,spotify:track:0EGIFOfUaQ3oAfcvBwtqRc,0.768,0.402,2,-15.591,1,0.0514,0.068,0.000723,0.0973,0.924,132.976,audio_features,https://api.spotify.com/v1/audio-analysis/0EGIFOfUaQ3oAfcvBwtqRc,177933,4
Anonymous,62wriIS2h59GPkCko0KnVf,Salvem el Món - Eurovision Song Contest Helsinki 2007,22,spotify:track:62wriIS2h59GPkCko0KnVf,0.347,0.928,4,-4.199,1,0.0825,0.0239,0.0,0.0982,0.636,199.762,audio_features,https://api.spotify.com/v1/audio-analysis/62wriIS2h59GPkCko0KnVf,179280,4
Jenny,0YK7dXCgPdiLzFPeWk6u5A,Sense Tu,20,spotify:track:0YK7dXCgPdiLzFPeWk6u5A,0.377,0.748,3,-1.876,0,0.0569,0.592,0.000675,0.0781,0.714,199.601,audio_features,https://api.spotify.com/v1/audio-analysis/0YK7dXCgPdiLzFPeWk6u5A,181653,3
Marta Roure,5nxrtzqlFmsUdMusCQj4mW,Jugarem A EstimarNos,0,spotify:track:5nxrtzqlFmsUdMusCQj4mW,0.687,0.911,6,-3.366,1,0.0286,0.122,0.0,0.0615,0.772,131.96,audio_features,https://api.spotify.com/v1/audio-analysis/5nxrtzqlFmsUdMusCQj4mW,179787,4
Athena Manoukian,25TXiqSP8luMwjvKU00EO3,Chains On You - Eurovision Edition,42,spotify:track:25TXiqSP8luMwjvKU00EO3,0.752,0.815,9,-4.935,1,0.0503,0.0112,0.000182,0.146,0.385,96.003,audio_features,https://api.spotify.com/v1/audio-analysis/25TXiqSP8luMwjvKU00EO3,181406,4
Srbuk,5ilWyRLCjLzlWwjSwPasgl,Walking Out,0,spotify:track:5ilWyRLCjLzlWwjSwPasgl,0.606,0.656,1,-5.411,1,0.0369,0.166,0.0,0.118,0.386,129.938,audio_features,https://api.spotify.com/v1/audio-analysis/5ilWyRLCjLzlWwjSwPasgl,176904,4
Sevak,2zO4FXoBn1hseWJmjzGpcM,Qami,30,spotify:track:2zO4FXoBn1hseWJmjzGpcM,0.34,0.499,2,-8.086,0,0.0358,0.18,1.07e-06,0.272,0.227,74.903,audio_features,https://api.spotify.com/v1/audio-analysis/2zO4FXoBn1hseWJmjzGpcM,177666,4
Artsvik,1PbsliSdEPxPRqtsrKFzOR,Fly With Me,0,spotify:track:1PbsliSdEPxPRqtsrKFzOR,0.579,0.803,4,-4.893,0,0.148,0.79,0.0582,0.0813,0.396,180.03,audio_features,https://api.spotify.com/v1/audio-analysis/1PbsliSdEPxPRqtsrKFzOR,179134,4
Iveta Mukuchyan,6F3waFskKCqXmiR5gaquey,LoveWave - Eurovision 2016 - Armenia,38,spotify:track:6F3waFskKCqXmiR5gaquey,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81e-06,0.11,0.329,119.906,audio_features,https://api.spotify.com/v1/audio-analysis/6F3waFskKCqXmiR5gaquey,178327,4
Genealogy,719i2VpCO6JVcc8N1t1OtF,Face The Shadow - Eurovision 2015 / Armenia,0,spotify:track:719i2VpCO6JVcc8N1t1OtF,0.445,0.542,7,-7.773,1,0.0333,0.026,0.0,0.368,0.244,121.058,audio_features,https://api.spotify.com/v1/audio-analysis/719i2VpCO6JVcc8N1t1OtF,180478,3
Aram MP3,1LMUArwQoJRXXkppeGV10D,Not Alone,38,spotify:track:1LMUArwQoJRXXkppeGV10D,0.395,0.618,0,-7.117,0,0.0377,0.0247,0.000632,0.116,0.0729,140.065,audio_features,https://api.spotify.com/v1/audio-analysis/1LMUArwQoJRXXkppeGV10D,183213,4
Dorians,43aTvR7mdUlxIOOqJetyH4,Lonely Planet - Eurovision 2013 - Armenia,0,spotify:track:43aTvR7mdUlxIOOqJetyH4,0.332,0.854,11,-6.415,1,0.0424,0.000691,5.86e-05,0.39,0.349,160.141,audio_features,https://api.spotify.com/v1/audio-analysis/43aTvR7mdUlxIOOqJetyH4,184653,4
Eva Rivas,2l3HUAMFX1c71GQJo71lT1,Apricot Stone,17,spotify:track:2l3HUAMFX1c71GQJo71lT1,0.605,0.673,11,-8.804,0,0.0981,0.245,0.0,0.161,0.379,101.058,audio_features,https://api.spotify.com/v1/audio-analysis/2l3HUAMFX1c71GQJo71lT1,181368,4
Anush,6XPSKMoYtbdRweygJZsNFv,Jan-Jan,0,spotify:track:6XPSKMoYtbdRweygJZsNFv,0.544,0.865,4,-3.354,0,0.137,0.355,0.0,0.343,0.731,119.501,audio_features,https://api.spotify.com/v1/audio-analysis/6XPSKMoYtbdRweygJZsNFv,182493,4
Sirusho,3f89Rw7YxjXf9pdCXZCCk1,Qélé Qélé (Eurovision 2008 Armenia),39,spotify:track:3f89Rw7YxjXf9pdCXZCCk1,0.673,0.843,9,-6.223,0,0.17,0.00166,0.0193,0.117,0.355,124.048,audio_features,https://api.spotify.com/v1/audio-analysis/3f89Rw7YxjXf9pdCXZCCk1,184041,4
Hayko,6COUoYEPyrdfwSSsAZXoYt,Anytime You Need,15,spotify:track:6COUoYEPyrdfwSSsAZXoYt,0.436,0.439,7,-12.001,0,0.03,0.717,1.22e-05,0.137,0.397,167.97,audio_features,https://api.spotify.com/v1/audio-analysis/6COUoYEPyrdfwSSsAZXoYt,180413,4
Montaigne,7ElfaDjFKXAlfscXU4rRXK,Technicolour,67,spotify:track:7ElfaDjFKXAlfscXU4rRXK,0.665,0.567,9,-5.662,0,0.0338,0.0656,0.0,0.269,0.274,118.965,audio_features,https://api.spotify.com/v1/audio-analysis/7ElfaDjFKXAlfscXU4rRXK,169274,4
Montaigne,6m5AwSncp7jlXRYhs4cwOT,Don't Break Me,47,spotify:track:6m5AwSncp7jlXRYhs4cwOT,0.521,0.691,5,-5.143,0,0.055,0.237,0.0,0.142,0.37,145.899,audio_features,https://api.spotify.com/v1/audio-analysis/6m5AwSncp7jlXRYhs4cwOT,180044,4
Kate Miller-Heidke,4m5FlWpaOri9OrDUj1EoTg,Zero Gravity,48,spotify:track:4m5FlWpaOri9OrDUj1EoTg,0.459,0.539,6,-2.415,1,0.0413,0.57,3.42e-06,0.413,0.258,131.504,audio_features,https://api.spotify.com/v1/audio-analysis/4m5FlWpaOri9OrDUj1EoTg,177444,4
Jessica Mauboy,7kqujRWNEBhrpYt0eV0uw5,We Got Love,52,spotify:track:7kqujRWNEBhrpYt0eV0uw5,0.606,0.82,7,-4.227,1,0.0731,0.00426,0.0,0.226,0.298,113.99,audio_features,https://api.spotify.com/v1/audio-analysis/7kqujRWNEBhrpYt0eV0uw5,202247,4
Isaiah Firebrace,2xI4CmkT6Bl4s5b4qggcgU,Don't Come Easy,45,spotify:track:2xI4CmkT6Bl4s5b4qggcgU,0.328,0.631,11,-4.346,0,0.0476,0.26,0.0,0.269,0.546,156.559,audio_features,https://api.spotify.com/v1/audio-analysis/2xI4CmkT6Bl4s5b4qggcgU,185237,4
Dami Im,2b9czDPSLTI88694CIqCy3,Sound of Silence,51,spotify:track:2b9czDPSLTI88694CIqCy3,0.523,0.818,4,-4.062,0,0.071,0.344,0.0,0.098,0.32,135.56,audio_features,https://api.spotify.com/v1/audio-analysis/2b9czDPSLTI88694CIqCy3,195480,4
Guy Sebastian,12tYct92r1ZBh1gw6tYG8p,Tonight Again,0,spotify:track:12tYct92r1ZBh1gw6tYG8p,0.702,0.843,10,-2.403,1,0.145,0.0859,0.0,0.151,0.586,106.095,audio_features,https://api.spotify.com/v1/audio-analysis/12tYct92r1ZBh1gw6tYG8p,203339,4
Vincent Bueno,0J6WXcQ52yXn5tThiO1e1W,Amen,61,spotify:track:0J6WXcQ52yXn5tThiO1e1W,0.442,0.384,1,-10.223,1,0.0397,0.0102,6.51e-05,0.0831,0.0843,79.662,audio_features,https://api.spotify.com/v1/audio-analysis/0J6WXcQ52yXn5tThiO1e1W,175556,4
Vincent Bueno,59940eiexBFY9heVQjk32S,Alive,40,spotify:track:59940eiexBFY9heVQjk32S,0.656,0.757,1,-3.83,0,0.102,0.0932,0.0,0.142,0.43,116.226,audio_features,https://api.spotify.com/v1/audio-analysis/59940eiexBFY9heVQjk32S,180000,4
PAENDA,3BDkDocp0pBbZFfT0aNjdA,Limits,31,spotify:track:3BDkDocp0pBbZFfT0aNjdA,0.464,0.363,0,-11.647,1,0.0576,0.81,7.67e-05,0.107,0.183,131.105,audio_features,https://api.spotify.com/v1/audio-analysis/3BDkDocp0pBbZFfT0aNjdA,204714,4
Cesar Sampson,41gxXNTTz6LNVY2LIKoRHn,Nobody But You,49,spotify:track:41gxXNTTz6LNVY2LIKoRHn,0.502,0.509,11,-6.321,0,0.0322,0.09,0.0,0.358,0.434,84.818,audio_features,https://api.spotify.com/v1/audio-analysis/41gxXNTTz6LNVY2LIKoRHn,183511,4
Nathan Trent,1WpQu8U3quBeGnhpZn0r7N,Running On Air,40,spotify:track:1WpQu8U3quBeGnhpZn0r7N,0.715,0.543,9,-4.972,1,0.0334,0.112,0.0,0.228,0.538,90.007,audio_features,https://api.spotify.com/v1/audio-analysis/1WpQu8U3quBeGnhpZn0r7N,168000,4
ZOË,1q2LeVE240en0ZMT2PAfYn,Loin d’ici (Esc Version),40,spotify:track:1q2LeVE240en0ZMT2PAfYn,0.618,0.705,4,-3.862,0,0.0413,0.492,0.0,0.122,0.481,143.022,audio_features,https://api.spotify.com/v1/audio-analysis/1q2LeVE240en0ZMT2PAfYn,181467,4
The Makemakes,69lMeHeBoAkekQZROdMam2,I Am Yours,29,spotify:track:69lMeHeBoAkekQZROdMam2,0.52,0.499,1,-5.716,1,0.025,0.309,3.01e-06,0.104,0.245,82.793,audio_features,https://api.spotify.com/v1/audio-analysis/69lMeHeBoAkekQZROdMam2,180714,4
Conchita Wurst,1ijX03QOR6a1wI322HifSV,Rise Like a Phoenix,50,spotify:track:1ijX03QOR6a1wI322HifSV,0.425,0.503,2,-6.324,0,0.0256,0.142,0.0,0.105,0.23,81.653,audio_features,https://api.spotify.com/v1/audio-analysis/1ijX03QOR6a1wI322HifSV,183000,4
Natália Kelly,3Icobfbmy86ImbUVYS12M9,Shine,7,spotify:track:3Icobfbmy86ImbUVYS12M9,0.521,0.646,11,-4.744,0,0.0304,0.137,0.0,0.0957,0.381,81.996,audio_features,https://api.spotify.com/v1/audio-analysis/3Icobfbmy86ImbUVYS12M9,179467,4
Trackshittaz,1wlchyVk3oSHB6zN9JEuM1,Woki mit deim Popo,31,spotify:track:1wlchyVk3oSHB6zN9JEuM1,0.869,0.846,0,-2.094,1,0.0402,0.0404,0.0,0.418,0.892,121.009,audio_features,https://api.spotify.com/v1/audio-analysis/1wlchyVk3oSHB6zN9JEuM1,177493,4
Nadine Beiler,7p2u85lsrGB3kaBKzYXxyM,The Secret Is Love,8,spotify:track:7p2u85lsrGB3kaBKzYXxyM,0.543,0.429,6,-6.897,1,0.0373,0.245,0.0,0.184,0.156,120.262,audio_features,https://api.spotify.com/v1/audio-analysis/7p2u85lsrGB3kaBKzYXxyM,184740,4
Eric Papilaya,7LdSXT58e3lV2vu2BuY16l,Get A Life - Get Alive,5,spotify:track:7LdSXT58e3lV2vu2BuY16l,0.667,0.624,10,-4.837,1,0.036,0.0153,0.0,0.22,0.785,127.968,audio_features,https://api.spotify.com/v1/audio-analysis/7LdSXT58e3lV2vu2BuY16l,180307,4
Global.Kryner,0KmZ3y3mSEc9DqlVdjJWqr,Y'Así,6,spotify:track:0KmZ3y3mSEc9DqlVdjJWqr,0.679,0.8,7,-5.481,1,0.0553,0.685,0.000488,0.805,0.94,121.446,audio_features,https://api.spotify.com/v1/audio-analysis/0KmZ3y3mSEc9DqlVdjJWqr,180120,4
Tie Break,3SsbrlJBqqakD5PF3jtO4k,Du bist,10,spotify:track:3SsbrlJBqqakD5PF3jtO4k,0.623,0.522,5,-6.621,1,0.0291,0.288,0.0,0.0769,0.318,129.9,audio_features,https://api.spotify.com/v1/audio-analysis/3SsbrlJBqqakD5PF3jtO4k,191240,4
Alf Poier,4icOtq9jmgpmURhMRv0ZRN,Weil der Mensch zählt,22,spotify:track:4icOtq9jmgpmURhMRv0ZRN,0.798,0.496,4,-9.867,1,0.337,0.0208,0.000262,0.0651,0.881,172.645,audio_features,https://api.spotify.com/v1/audio-analysis/4icOtq9jmgpmURhMRv0ZRN,180400,4
Manuel Ortega,4GUbqMYdv5VB8C0W1sOuQM,Say A Word - Radio Mix,13,spotify:track:4GUbqMYdv5VB8C0W1sOuQM,0.676,0.887,2,-4.86,1,0.0414,0.256,0.0,0.205,0.844,130.142,audio_features,https://api.spotify.com/v1/audio-analysis/4GUbqMYdv5VB8C0W1sOuQM,178947,4
George Nussbaumer,0fnVGMnqpMs3brzV0ilLIm,Weils dr guat got,6,spotify:track:0fnVGMnqpMs3brzV0ilLIm,0.726,0.693,10,-7.826,1,0.11,0.674,2e-05,0.626,0.523,125.561,audio_features,https://api.spotify.com/v1/audio-analysis/0fnVGMnqpMs3brzV0ilLIm,266360,3
Petra Frey,2rKP6qwnYffGg0iEQkYx22,Für den Frieden der Welt,15,spotify:track:2rKP6qwnYffGg0iEQkYx22,0.565,0.8,9,-1.492,1,0.0263,0.639,0.0,0.153,0.729,95.005,audio_features,https://api.spotify.com/v1/audio-analysis/2rKP6qwnYffGg0iEQkYx22,187000,4
Tony Wegas,5fpjqyvvCejLKxmkXciOMp,Zusammen geh'n,0,spotify:track:5fpjqyvvCejLKxmkXciOMp,0.355,0.591,9,-8.12,1,0.0326,0.347,0.0,0.0595,0.386,76.07,audio_features,https://api.spotify.com/v1/audio-analysis/5fpjqyvvCejLKxmkXciOMp,197046,4
Tony Wegas,5PIetbljyHzzWp6kLMljPH,God only knows,6,spotify:track:5PIetbljyHzzWp6kLMljPH,0.319,0.663,9,-7.135,1,0.0391,0.532,0.0,0.0699,0.351,74.985,audio_features,https://api.spotify.com/v1/audio-analysis/5PIetbljyHzzWp6kLMljPH,197201,4
Simone,3G95Fc3exi2LEbelEAUg1w,Keine Mauern mehr,0,spotify:track:3G95Fc3exi2LEbelEAUg1w,0.561,0.607,5,-6.497,1,0.0316,0.0698,0.0,0.377,0.242,125.748,audio_features,https://api.spotify.com/v1/audio-analysis/3G95Fc3exi2LEbelEAUg1w,179720,4
Thomas Forstner,2FlSsx0uUDKrkKVdN6zdUy,Song of Love,12,spotify:track:2FlSsx0uUDKrkKVdN6zdUy,0.262,0.651,4,-8.229,1,0.0485,0.79,0.00367,0.348,0.374,149.038,audio_features,https://api.spotify.com/v1/audio-analysis/2FlSsx0uUDKrkKVdN6zdUy,181799,4
Thomas Forstner,2Ar8hXtU14kfnsQXU0sdE6,Nur ein Lied,0,spotify:track:2Ar8hXtU14kfnsQXU0sdE6,0.456,0.578,4,-9.295,1,0.0342,0.748,0.0,0.427,0.491,73.938,audio_features,https://api.spotify.com/v1/audio-analysis/2Ar8hXtU14kfnsQXU0sdE6,182014,3
Wilfried,5ZgxzU9jJeNh5A8Ouv7U11,Lisa Mona Lisa,0,spotify:track:5ZgxzU9jJeNh5A8Ouv7U11,0.435,0.615,8,-7.548,1,0.0316,0.457,2.75e-05,0.344,0.539,85.055,audio_features,https://api.spotify.com/v1/audio-analysis/5ZgxzU9jJeNh5A8Ouv7U11,193107,4
Gary Lux,2bDhQeAisgkh1JEYBprE29,Kinder dieser Welt,0,spotify:track:2bDhQeAisgkh1JEYBprE29,0.628,0.706,4,-8.693,1,0.0318,0.628,0.0,0.232,0.769,119.94,audio_features,https://api.spotify.com/v1/audio-analysis/2bDhQeAisgkh1JEYBprE29,171693,4
Anita Wagner,2qfclxfDjZc31tuok4ius6,Einfach weg,5,spotify:track:2qfclxfDjZc31tuok4ius6,0.757,0.999,4,-3.162,1,0.0538,0.114,0.0,0.326,0.901,121.005,audio_features,https://api.spotify.com/v1/audio-analysis/2qfclxfDjZc31tuok4ius6,193733,4
Westend,3Rfe8h9vtRWQshVakDMzuQ,Hurricane,9,spotify:track:3Rfe8h9vtRWQshVakDMzuQ,0.764,0.64,10,-6.659,1,0.0629,0.206,0.0,0.107,0.786,135.844,audio_features,https://api.spotify.com/v1/audio-analysis/3Rfe8h9vtRWQshVakDMzuQ,152560,4
Duo Mess,5CamlRerxZQYWo6q6mVDKr,Sonntag,11,spotify:track:5CamlRerxZQYWo6q6mVDKr,0.704,0.87,0,-4.435,1,0.0277,0.168,0.0668,0.0606,0.968,150.443,audio_features,https://api.spotify.com/v1/audio-analysis/5CamlRerxZQYWo6q6mVDKr,185067,4
Marianne Mendt,4q2tW58W2GGtwWWzt2CjCX,Musik,0,spotify:track:4q2tW58W2GGtwWWzt2CjCX,0.463,0.626,0,-8.42,1,0.0363,0.147,0.0,0.252,0.767,122.077,audio_features,https://api.spotify.com/v1/audio-analysis/4q2tW58W2GGtwWWzt2CjCX,168547,4
Karel Gott,6wgXYtao9o1WEC9vxlpmGI,Tausend Fenster,0,spotify:track:6wgXYtao9o1WEC9vxlpmGI,0.371,0.513,11,-7.339,0,0.0294,0.692,9.28e-06,0.208,0.19,65.82,audio_features,https://api.spotify.com/v1/audio-analysis/6wgXYtao9o1WEC9vxlpmGI,190218,4
Waterloo & Robinson,3Yw8g06nmBa99FGgzsPbPh,My Little World (German Version),11,spotify:track:3Yw8g06nmBa99FGgzsPbPh,0.516,0.391,5,-10.903,1,0.0317,0.69,0.0,0.0699,0.659,101.457,audio_features,https://api.spotify.com/v1/audio-analysis/3Yw8g06nmBa99FGgzsPbPh,170903,4
Udo Jürgens,29wXI6B7d5vy3iPfXhYMuP,Merci Cherie,25,spotify:track:29wXI6B7d5vy3iPfXhYMuP,0.36,0.55,5,-7.724,1,0.0276,0.487,0.000363,0.115,0.384,94.191,audio_features,https://api.spotify.com/v1/audio-analysis/29wXI6B7d5vy3iPfXhYMuP,166027,3
Udo Jürgens,231iiM3Zt82cVUjEUHFSZA,"Warum nur, warum",19,spotify:track:231iiM3Zt82cVUjEUHFSZA,0.392,0.717,11,-5.125,1,0.0292,0.544,0.000364,0.125,0.538,89.788,audio_features,https://api.spotify.com/v1/audio-analysis/231iiM3Zt82cVUjEUHFSZA,178827,4
Udo Jürgens,7aacNMSobUYIDPk5hot0zZ,"Sag ihr, ich laß' sie grüßen",8,spotify:track:7aacNMSobUYIDPk5hot0zZ,0.365,0.577,10,-4.82,1,0.029,0.24,0.00188,0.298,0.441,71.441,audio_features,https://api.spotify.com/v1/audio-analysis/7aacNMSobUYIDPk5hot0zZ,175027,4
Eleonore Schwarz,52VS1wnUiK0WTYfQXb13u6,Nur In Der Wiener Luft,3,spotify:track:52VS1wnUiK0WTYfQXb13u6,0.229,0.797,2,-5.893,1,0.236,0.767,0.0,0.889,0.328,49.939,audio_features,https://api.spotify.com/v1/audio-analysis/52VS1wnUiK0WTYfQXb13u6,214362,3
Jimmy Makulis,0y89gIRqSHTdd9OfENjB2w,Sehnsucht,1,spotify:track:0y89gIRqSHTdd9OfENjB2w,0.313,0.174,0,-19.985,1,0.138,0.915,0.0,0.937,0.336,74.858,audio_features,https://api.spotify.com/v1/audio-analysis/0y89gIRqSHTdd9OfENjB2w,203025,4
Harry Winter,4mOfSR11z0ViIKAIqxymW7,Du Hast Mich So Fasziniert,3,spotify:track:4mOfSR11z0ViIKAIqxymW7,0.222,0.666,10,-5.19,1,0.0854,0.981,0.000125,0.959,0.466,75.042,audio_features,https://api.spotify.com/v1/audio-analysis/4mOfSR11z0ViIKAIqxymW7,270630,5
Ferry Graf,3vds04DhVDdLqtgHwFA2GY,Der K Und K Kalypso Aus Wien,3,spotify:track:3vds04DhVDdLqtgHwFA2GY,0.365,0.42,2,-22.334,1,0.79,0.772,0.0,0.939,0.887,76.654,audio_features,https://api.spotify.com/v1/audio-analysis/3vds04DhVDdLqtgHwFA2GY,171077,4
Bob Martin,0mLmt6DBB2QITlKPXLwSxn,Wohin Kleines Pony,5,spotify:track:0mLmt6DBB2QITlKPXLwSxn,0.422,0.176,1,-29.19,1,0.169,0.977,1.36e-05,0.39,0.75,102.56,audio_features,https://api.spotify.com/v1/audio-analysis/0mLmt6DBB2QITlKPXLwSxn,208641,4
Efendi,3wuvVwA5RaifHz1uqKac8P,Mata Hari,77,spotify:track:3wuvVwA5RaifHz1uqKac8P,0.706,0.675,4,-5.756,0,0.0386,0.0128,0.000355,0.263,0.463,99.942,audio_features,https://api.spotify.com/v1/audio-analysis/3wuvVwA5RaifHz1uqKac8P,160981,4
Efendi,6Rt5DJgi7E2wETXueJF0XM,Cleopatra,55,spotify:track:6Rt5DJgi7E2wETXueJF0XM,0.588,0.653,2,-6.738,1,0.0594,0.0455,0.0,0.137,0.52,170.035,audio_features,https://api.spotify.com/v1/audio-analysis/6Rt5DJgi7E2wETXueJF0XM,180706,4
Chingiz,1pBieHBODFbJ6hjmnummIb,Truth - Radio Edit,47,spotify:track:1pBieHBODFbJ6hjmnummIb,0.626,0.625,8,-6.845,0,0.0412,0.0465,1.44e-05,0.097,0.732,100.9,audio_features,https://api.spotify.com/v1/audio-analysis/1pBieHBODFbJ6hjmnummIb,209412,4
AISEL,1P5JWcZw3zATCqSKMdHLKv,X My Heart,34,spotify:track:1P5JWcZw3zATCqSKMdHLKv,0.6,0.786,8,-6.616,1,0.0446,0.00313,2.44e-06,0.125,0.27,119.891,audio_features,https://api.spotify.com/v1/audio-analysis/1P5JWcZw3zATCqSKMdHLKv,181816,4
Dihaj,4NtcojKRdDC5AL9PtxlAQN,Skeletons,41,spotify:track:4NtcojKRdDC5AL9PtxlAQN,0.475,0.652,6,-7.38,0,0.0383,0.0388,5.19e-06,0.0999,0.3,89.821,audio_features,https://api.spotify.com/v1/audio-analysis/4NtcojKRdDC5AL9PtxlAQN,179541,4
Samra,0etFNuOi2EMWBCE9EHJg11,Miracle - Eurovision 2016,37,spotify:track:0etFNuOi2EMWBCE9EHJg11,0.58,0.759,5,-3.125,0,0.0382,0.0526,0.000816,0.138,0.335,95.995,audio_features,https://api.spotify.com/v1/audio-analysis/0etFNuOi2EMWBCE9EHJg11,182400,4
