artists,id,name,popularity,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,analysis_url,duration_ms,time_signature
Gianni Morandi,1w7ID6DNVqWTkFigG5bHgE,Occhi di ragazza,33,spotify:track:1w7ID6DNVqWTkFigG5bHgE,0.446,0.735,7,-6.962,1,0.053,0.448,0.0,0.141,0.887,101.772,audio_features,https://api.spotify.com/v1/audio-analysis/1w7ID6DNVqWTkFigG5bHgE,172240,4
Iva Zanicchi,5PW1ADTEu6BJuAM2h7bH6m,Due grosse lacrime bianche,7,spotify:track:5PW1ADTEu6BJuAM2h7bH6m,0.454,0.652,5,-2.96,1,0.0323,0.221,0.0,0.155,0.616,87.433,audio_features,https://api.spotify.com/v1/audio-analysis/5PW1ADTEu6BJuAM2h7bH6m,154886,4
Sergio Endrigo,6qjTf8vArMndh5BalX4qGv,Marianne,16,spotify:track:6qjTf8vArMndh5BalX4qGv,0.32,0.617,6,-10.464,1,0.0399,0.699,0.00743,0.159,0.503,116.883,audio_features,https://api.spotify.com/v1/audio-analysis/6qjTf8vArMndh5BalX4qGv,188587,4
Domenico Modugno,0h5LAJwEsrnBOpUC1vo288,"Dio, come ti amo - Remastered",15,spotify:track:0h5LAJwEsrnBOpUC1vo288,0.416,0.207,9,-13.524,0,0.0372,0.901,0.0557,0.109,0.308,103.497,audio_features,https://api.spotify.com/v1/audio-analysis/0h5LAJwEsrnBOpUC1vo288,201174,4
Bobby Solo,3KFtTMzhe5hVTfMur4osaL,Se Piangi Se Ridi,30,spotify:track:3KFtTMzhe5hVTfMur4osaL,0.419,0.523,9,-8.553,1,0.0399,0.499,1.96e-06,0.118,0.165,176.468,audio_features,https://api.spotify.com/v1/audio-analysis/3KFtTMzhe5hVTfMur4osaL,204336,3
Gigliola Cinquetti,65715T2yQVD0uPDRcrODGk,Non ho l'età - Remastered,22,spotify:track:65715T2yQVD0uPDRcrODGk,0.343,0.303,5,-9.831,1,0.0276,0.925,0.0255,0.154,0.425,97.651,audio_features,https://api.spotify.com/v1/audio-analysis/65715T2yQVD0uPDRcrODGk,196519,4
Emilio Pericoli,4OF9t8dHcIBMip0Vc5hSlk,Uno Per Tutte,15,spotify:track:4OF9t8dHcIBMip0Vc5hSlk,0.582,0.508,9,-7.204,0,0.0425,0.758,0.0149,0.116,0.732,101.198,audio_features,https://api.spotify.com/v1/audio-analysis/4OF9t8dHcIBMip0Vc5hSlk,178720,4
Claudio Villa,59RkRwLqMTXJQoMNWQyac7,Addio addio,0,spotify:track:59RkRwLqMTXJQoMNWQyac7,0.237,0.201,2,-12.303,0,0.0305,0.829,0.0,0.0869,0.28,76.084,audio_features,https://api.spotify.com/v1/audio-analysis/59RkRwLqMTXJQoMNWQyac7,219821,4
Betty Curtis,5Vh3dnYbPiHOjXfzxoHL1Z,Al di là,5,spotify:track:5Vh3dnYbPiHOjXfzxoHL1Z,0.237,0.232,8,-11.582,1,0.032,0.872,0.0,0.2,0.152,81.093,audio_features,https://api.spotify.com/v1/audio-analysis/5Vh3dnYbPiHOjXfzxoHL1Z,249360,4
Franca Raimondi,2qlN0HtvDVR2c3f1TGT0bb,Aprite le finestre (remastered),8,spotify:track:2qlN0HtvDVR2c3f1TGT0bb,0.592,0.317,2,-7.941,1,0.0489,0.598,0.0,0.107,0.789,123.725,audio_features,https://api.spotify.com/v1/audio-analysis/2qlN0HtvDVR2c3f1TGT0bb,161960,4
Tonina Torrielli,3vidNbMldZ7WdwTFKOFYpG,Amami se vuoi,3,spotify:track:3vidNbMldZ7WdwTFKOFYpG,0.272,0.0314,7,-25.337,0,0.0454,0.994,0.827,0.137,0.236,86.087,audio_features,https://api.spotify.com/v1/audio-analysis/3vidNbMldZ7WdwTFKOFYpG,194325,4
Nunzio Gallo,549gEWRo8uTUsNJFxHcKjv,Corde della mia guitarra (remastered),4,spotify:track:549gEWRo8uTUsNJFxHcKjv,0.364,0.278,7,-9.579,1,0.0354,0.966,2.72e-05,0.108,0.224,95.548,audio_features,https://api.spotify.com/v1/audio-analysis/549gEWRo8uTUsNJFxHcKjv,202600,1
Domenico Modugno,32nzukCBsShcUG3nQcPAFz,Nel blu dipinto di blu,13,spotify:track:32nzukCBsShcUG3nQcPAFz,0.552,0.0851,10,-16.537,1,0.0441,0.956,1.09e-06,0.379,0.512,130.618,audio_features,https://api.spotify.com/v1/audio-analysis/32nzukCBsShcUG3nQcPAFz,213232,4
Domenico Modugno,2NkzObqasT8zAXTYKEeATu,"Piove (Ciao, Ciao Bambina)",3,spotify:track:2NkzObqasT8zAXTYKEeATu,0.29,0.582,2,-8.246,1,0.044,0.717,1.2e-06,0.342,0.343,127.216,audio_features,https://api.spotify.com/v1/audio-analysis/2NkzObqasT8zAXTYKEeATu,181427,4
Renato Rascel,3byNhNlbbGT4AXqaQQyojO,Romantica,0,spotify:track:3byNhNlbbGT4AXqaQQyojO,0.298,0.0832,1,-20.59,1,0.0409,0.982,0.215,0.0772,0.22,127.995,audio_features,https://api.spotify.com/v1/audio-analysis/3byNhNlbbGT4AXqaQQyojO,200529,4
Samanta Tina,2h9pSMHx48Q4SOWsvEiah5,The Moon Is Rising - Original,63,spotify:track:2h9pSMHx48Q4SOWsvEiah5,0.656,0.628,10,-7.617,0,0.144,0.0387,0.0,0.142,0.331,150.06,audio_features,https://api.spotify.com/v1/audio-analysis/2h9pSMHx48Q4SOWsvEiah5,180000,4
Samanta Tina,1z4UQTmCBD5THFpAnkHlJg,Still Breathing,41,spotify:track:1z4UQTmCBD5THFpAnkHlJg,0.62,0.727,5,-6.556,0,0.0497,0.045,0.000347,0.0902,0.344,156.02,audio_features,https://api.spotify.com/v1/audio-analysis/1z4UQTmCBD5THFpAnkHlJg,186154,4
Carousel,2lXVZV4hnSlH1emXHocEUO,That Night,37,spotify:track:2lXVZV4hnSlH1emXHocEUO,0.668,0.46,7,-10.372,0,0.043,0.68,0.000218,0.0947,0.514,93.063,audio_features,https://api.spotify.com/v1/audio-analysis/2lXVZV4hnSlH1emXHocEUO,181523,4
Laura Rizzotto,04H79umZ9AxBj5MeTw6gAK,Funny Girl,32,spotify:track:04H79umZ9AxBj5MeTw6gAK,0.686,0.523,0,-5.577,1,0.0538,0.403,0.0,0.133,0.098,117.811,audio_features,https://api.spotify.com/v1/audio-analysis/04H79umZ9AxBj5MeTw6gAK,183415,3
Triana Park,3ETIdeZcAiPQkHS1h0lyiY,Line,30,spotify:track:3ETIdeZcAiPQkHS1h0lyiY,0.706,0.644,8,-7.045,0,0.0372,0.0136,3.2e-05,0.187,0.357,126.02,audio_features,https://api.spotify.com/v1/audio-analysis/3ETIdeZcAiPQkHS1h0lyiY,186579,4
Justs Sirmais,59YDuvEyFGZaId3dyFu8RN,Heartbeat,39,spotify:track:59YDuvEyFGZaId3dyFu8RN,0.675,0.551,1,-7.268,1,0.0665,0.0337,0.0,0.0921,0.518,114.97,audio_features,https://api.spotify.com/v1/audio-analysis/59YDuvEyFGZaId3dyFu8RN,176353,4
Aminata,1hWgnVgAhxwP2YDLWeh8xh,Love Injected,41,spotify:track:1hWgnVgAhxwP2YDLWeh8xh,0.448,0.292,7,-10.178,0,0.0496,0.122,0.016,0.119,0.157,144.419,audio_features,https://api.spotify.com/v1/audio-analysis/1hWgnVgAhxwP2YDLWeh8xh,199784,5
Aarzemnieki,7b1454Qc5V9D6bQskceo6R,Cake to Bake,27,spotify:track:7b1454Qc5V9D6bQskceo6R,0.589,0.694,6,-6.532,1,0.072,0.635,0.0,0.132,0.806,197.126,audio_features,https://api.spotify.com/v1/audio-analysis/7b1454Qc5V9D6bQskceo6R,179600,4
PeR (Please Explain the Rhythm),7fWQc4UNELiPfWj2Epeezh,Here We Go,14,spotify:track:7fWQc4UNELiPfWj2Epeezh,0.587,0.919,5,-3.85,1,0.0483,0.00191,0.0,0.361,0.567,100.065,audio_features,https://api.spotify.com/v1/audio-analysis/7fWQc4UNELiPfWj2Epeezh,222453,4
Musiqq,0Ks7MhpDyRRpCAC7hVFMna,Angel In Disguise,19,spotify:track:0Ks7MhpDyRRpCAC7hVFMna,0.645,0.781,10,-4.87,1,0.0432,0.0189,0.0,0.0742,0.703,125.062,audio_features,https://api.spotify.com/v1/audio-analysis/0Ks7MhpDyRRpCAC7hVFMna,185267,4
Aisha,3aUtmu4VTqAFkk4sFQ5kNa,What For? - Radio Edit,21,spotify:track:3aUtmu4VTqAFkk4sFQ5kNa,0.644,0.624,7,-4.293,0,0.0294,0.056,0.0,0.191,0.451,77.955,audio_features,https://api.spotify.com/v1/audio-analysis/3aUtmu4VTqAFkk4sFQ5kNa,179453,4
Bonaparti.lv,1kcwsoWjmm9THtkhL1vQ7Y,Questa Notte,18,spotify:track:1kcwsoWjmm9THtkhL1vQ7Y,0.525,0.602,10,-4.087,1,0.0306,0.669,0.0,0.102,0.354,118.014,audio_features,https://api.spotify.com/v1/audio-analysis/1kcwsoWjmm9THtkhL1vQ7Y,178773,3
Walters & Kazha,2QsEIY3RJYqw40vKFhEhcr,The War Is Not Over,17,spotify:track:2QsEIY3RJYqw40vKFhEhcr,0.744,0.563,0,-4.551,1,0.0253,0.413,0.0,0.106,0.405,105.01,audio_features,https://api.spotify.com/v1/audio-analysis/2QsEIY3RJYqw40vKFhEhcr,177027,4
Ivo Fomins,4TCZdDDnqeFYrskdl0XS1t,Dziesma par laimi,22,spotify:track:4TCZdDDnqeFYrskdl0XS1t,0.654,0.725,4,-5.786,1,0.0396,0.255,0.0,0.15,0.585,104.959,audio_features,https://api.spotify.com/v1/audio-analysis/4TCZdDDnqeFYrskdl0XS1t,177240,4
F.L.Y,3H1LozYrpDih7m50AWDPIr,Hello From Mars,17,spotify:track:3H1LozYrpDih7m50AWDPIr,0.542,0.679,0,-4.227,1,0.0306,0.0167,0.0,0.156,0.316,132.017,audio_features,https://api.spotify.com/v1/audio-analysis/3H1LozYrpDih7m50AWDPIr,178467,4
Marie N,70tFqMdkFXCPeirRaLAKKM,I Wanna (Radio Version),40,spotify:track:70tFqMdkFXCPeirRaLAKKM,0.669,0.814,7,-6.469,1,0.0496,0.0243,9.29e-05,0.214,0.899,144.043,audio_features,https://api.spotify.com/v1/audio-analysis/70tFqMdkFXCPeirRaLAKKM,181023,4
Arnis Mednis,2jcfIyd5b48sYWzTP0niSa,Too Much - Eurovision Mix,6,spotify:track:2jcfIyd5b48sYWzTP0niSa,0.71,0.987,4,-5.66,1,0.065,0.0637,5.05e-06,0.302,0.67,130.002,audio_features,https://api.spotify.com/v1/audio-analysis/2jcfIyd5b48sYWzTP0niSa,175200,4
Brainstorm,0RsXDTuwqJPeWOWDX0acHk,My Star,0,spotify:track:0RsXDTuwqJPeWOWDX0acHk,0.553,0.865,5,-6.117,1,0.042,0.0957,3.66e-05,0.158,0.569,135.201,audio_features,https://api.spotify.com/v1/audio-analysis/0RsXDTuwqJPeWOWDX0acHk,185933,4
THE ROOP,7dMOzsTZOUtOF7W5kLN0gf,Discoteque,76,spotify:track:7dMOzsTZOUtOF7W5kLN0gf,0.826,0.799,5,-6.12,1,0.0594,0.0477,0.00206,0.125,0.628,115.004,audio_features,https://api.spotify.com/v1/audio-analysis/7dMOzsTZOUtOF7W5kLN0gf,180522,4
THE ROOP,5TXxwRgdIS4gPjUtKwTuSb,On Fire,53,spotify:track:5TXxwRgdIS4gPjUtKwTuSb,0.72,0.738,8,-3.9,1,0.216,0.279,0.0,0.816,0.474,122.021,audio_features,https://api.spotify.com/v1/audio-analysis/5TXxwRgdIS4gPjUtKwTuSb,170225,4
Jurijus,1PiZscF70USgrXYRNn9hoT,Run With the Lions,36,spotify:track:1PiZscF70USgrXYRNn9hoT,0.568,0.704,0,-6.545,1,0.0445,0.0351,0.00882,0.094,0.399,157.969,audio_features,https://api.spotify.com/v1/audio-analysis/1PiZscF70USgrXYRNn9hoT,180807,4
Ieva Zasimauskaitė,5vFiuwlEfEcEwPvS5e1icS,When We're Old,41,spotify:track:5vFiuwlEfEcEwPvS5e1icS,0.357,0.262,10,-12.828,1,0.0375,0.842,0.00794,0.142,0.0804,179.091,audio_features,https://api.spotify.com/v1/audio-analysis/5vFiuwlEfEcEwPvS5e1icS,179500,4
Fusedmarc,03o3DA7HEqZPFVKL9R28ur,Rain Of Revolution,0,spotify:track:03o3DA7HEqZPFVKL9R28ur,0.649,0.775,1,-4.684,1,0.0582,0.041,0.000516,0.101,0.274,100.996,audio_features,https://api.spotify.com/v1/audio-analysis/03o3DA7HEqZPFVKL9R28ur,185347,4
Donny Montell,77vSGrdMLZ3OE5E58J7Svx,I've Been Waiting for This Night,0,spotify:track:77vSGrdMLZ3OE5E58J7Svx,0.48,0.775,9,-6.302,1,0.0353,0.00453,0.0,0.309,0.609,134.069,audio_features,https://api.spotify.com/v1/audio-analysis/77vSGrdMLZ3OE5E58J7Svx,184347,4
Monika Linkyte,7vKou8ey9QP86XTXgdiabF,This Time,30,spotify:track:7vKou8ey9QP86XTXgdiabF,0.565,0.871,8,-6.31,1,0.0559,0.00313,0.0,0.106,0.318,131.026,audio_features,https://api.spotify.com/v1/audio-analysis/7vKou8ey9QP86XTXgdiabF,182000,4
Vilija Matačiūnaitė,1WhizSxniuzqVvrHt909sY,Attention - Eurovision 2014 - Lithuania,0,spotify:track:1WhizSxniuzqVvrHt909sY,0.548,0.954,1,-4.743,0,0.0756,0.0979,0.0,0.186,0.157,74.971,audio_features,https://api.spotify.com/v1/audio-analysis/1WhizSxniuzqVvrHt909sY,173453,4
Andrius Pojavis,7pyDcgyq6T2lNuJEYwhSlX,Something,23,spotify:track:7pyDcgyq6T2lNuJEYwhSlX,0.534,0.738,5,-4.974,1,0.0295,0.0267,2.09e-05,0.102,0.517,129.924,audio_features,https://api.spotify.com/v1/audio-analysis/7pyDcgyq6T2lNuJEYwhSlX,187874,4
Donatas Montvydas,0SMuLDWcTFZ4s5iicrx4Nd,Love Is Blind,0,spotify:track:0SMuLDWcTFZ4s5iicrx4Nd,0.553,0.562,3,-7.345,0,0.0425,0.506,0.0,0.114,0.139,124.055,audio_features,https://api.spotify.com/v1/audio-analysis/0SMuLDWcTFZ4s5iicrx4Nd,183992,4
Evelina Sašenko,7g9su9k0fBQfDLDc2iNb12,C'est Ma Vie,14,spotify:track:7g9su9k0fBQfDLDc2iNb12,0.255,0.285,4,-8.799,1,0.0321,0.508,0.0,0.171,0.085,162.614,audio_features,https://api.spotify.com/v1/audio-analysis/7g9su9k0fBQfDLDc2iNb12,185250,4
InCulto,2Jd27yo14CFCzLlvROqm6a,Eastern European Funk,25,spotify:track:2Jd27yo14CFCzLlvROqm6a,0.832,0.76,9,-6.558,1,0.0491,0.0328,0.0,0.183,0.932,133.962,audio_features,https://api.spotify.com/v1/audio-analysis/2Jd27yo14CFCzLlvROqm6a,159653,4
4Fun,0Kd8LZOl5NH5ZBYMhuVM1P,Love or Leave,17,spotify:track:0Kd8LZOl5NH5ZBYMhuVM1P,0.595,0.669,0,-7.043,0,0.0308,0.264,0.0,0.0961,0.679,166.949,audio_features,https://api.spotify.com/v1/audio-analysis/0Kd8LZOl5NH5ZBYMhuVM1P,181800,4
LT United,2QNb0E7tUeL5fCQFY5Pf02,We Are The Winners - Original Version,28,spotify:track:2QNb0E7tUeL5fCQFY5Pf02,0.738,0.707,6,-5.964,1,0.0784,0.0188,0.0,0.0725,0.626,130.003,audio_features,https://api.spotify.com/v1/audio-analysis/2QNb0E7tUeL5fCQFY5Pf02,151533,4
Skamp,02AK9DE6ttEbcFxMOim4YZ,You Got Style,21,spotify:track:02AK9DE6ttEbcFxMOim4YZ,0.762,0.727,10,-7.329,0,0.065,0.11,0.0,0.141,0.873,120.002,audio_features,https://api.spotify.com/v1/audio-analysis/02AK9DE6ttEbcFxMOim4YZ,198800,4
Aistė Smilgevičiūtė ir SKYLĖ,7vgFvPtmPg8QPrOuudKgl1,Strazdas,14,spotify:track:7vgFvPtmPg8QPrOuudKgl1,0.412,0.601,2,-8.376,1,0.0326,0.0165,0.000516,0.159,0.229,152.961,audio_features,https://api.spotify.com/v1/audio-analysis/7vgFvPtmPg8QPrOuudKgl1,185440,3
Ovidijus Vyšniauskas,4PFxdMtFjwLUtZAH9BTyRW,Lopšinė Mylimai,4,spotify:track:4PFxdMtFjwLUtZAH9BTyRW,0.641,0.399,7,-12.807,1,0.0286,0.606,0.0,0.0749,0.45,125.904,audio_features,https://api.spotify.com/v1/audio-analysis/4PFxdMtFjwLUtZAH9BTyRW,187667,4
Lara Fabian,6Z7iy3XD0BF5TwnFnqpH9R,Croire,17,spotify:track:6Z7iy3XD0BF5TwnFnqpH9R,0.566,0.269,6,-11.009,1,0.0254,0.732,5.31e-05,0.102,0.119,88.662,audio_features,https://api.spotify.com/v1/audio-analysis/6Z7iy3XD0BF5TwnFnqpH9R,164880,3
Corinne Hermes,0u8AjgsFdyKA1rAca57GC4,Si la vie est cadeau,36,spotify:track:0u8AjgsFdyKA1rAca57GC4,0.502,0.492,4,-12.797,0,0.0293,0.401,0.00107,0.272,0.321,139.451,audio_features,https://api.spotify.com/v1/audio-analysis/0u8AjgsFdyKA1rAca57GC4,191027,4
Svetlana,7M00nlcbnBfSJeo7tPrXux,Cours après le temps - Eurovision 1982,7,spotify:track:7M00nlcbnBfSJeo7tPrXux,0.659,0.398,0,-13.046,1,0.0361,0.816,6.79e-05,0.269,0.508,118.477,audio_features,https://api.spotify.com/v1/audio-analysis/7M00nlcbnBfSJeo7tPrXux,203918,4
Baccara,673foE9F1zexKf0VPCIB4k,Parlez-vous francais?,31,spotify:track:673foE9F1zexKf0VPCIB4k,0.525,0.876,5,-7.937,1,0.121,0.039,1.15e-06,0.116,0.84,126.522,audio_features,https://api.spotify.com/v1/audio-analysis/673foE9F1zexKf0VPCIB4k,264013,4
Ireen Sheer,504jHrkKuhGj4pvh5sXbOz,Bye Bye I Love You - Französische Originalaufnahme,8,spotify:track:504jHrkKuhGj4pvh5sXbOz,0.523,0.548,10,-8.057,1,0.0401,0.749,0.0,0.133,0.752,83.211,audio_features,https://api.spotify.com/v1/audio-analysis/504jHrkKuhGj4pvh5sXbOz,192307,4
Anne-Marie David,3682WlWtLmx44QNpB6Py4X,Tu te reconnaitras,43,spotify:track:3682WlWtLmx44QNpB6Py4X,0.544,0.669,3,-4.314,0,0.0283,0.651,1.35e-06,0.178,0.462,100.473,audio_features,https://api.spotify.com/v1/audio-analysis/3682WlWtLmx44QNpB6Py4X,159013,3
Vicky Leandros,13tx9je0ftBgu6BKpsQDo4,Après toi,38,spotify:track:13tx9je0ftBgu6BKpsQDo4,0.35,0.463,5,-7.271,1,0.0274,0.539,3.93e-05,0.173,0.497,105.79,audio_features,https://api.spotify.com/v1/audio-analysis/13tx9je0ftBgu6BKpsQDo4,212987,4
David-Alexandre Winter,21xC67c7diIerIlEN6pjHq,Je Suis Tombe Du Ciel,4,spotify:track:21xC67c7diIerIlEN6pjHq,0.25,0.637,3,-5.477,1,0.0431,0.621,0.0,0.492,0.76,181.472,audio_features,https://api.spotify.com/v1/audio-analysis/21xC67c7diIerIlEN6pjHq,168438,3
Vicky Leandros,2d4tsheKYpiViY3DMj6YzW,L'amour est bleu,36,spotify:track:2d4tsheKYpiViY3DMj6YzW,0.486,0.45,0,-6.895,1,0.0291,0.827,0.0,0.176,0.526,113.168,audio_features,https://api.spotify.com/v1/audio-analysis/2d4tsheKYpiViY3DMj6YzW,179415,4
France Gall,68jKFhKRqnatqtLYIiz3c1,Poupee de cire poupee de son,0,spotify:track:68jKFhKRqnatqtLYIiz3c1,0.523,0.46,1,-12.336,1,0.0315,0.854,8.78e-06,0.131,0.753,147.57,audio_features,https://api.spotify.com/v1/audio-analysis/68jKFhKRqnatqtLYIiz3c1,153347,4
Hugues Aufray,77aGmIUgtNOVhUnTYMYNaD,Dès que le printemps revient,1,spotify:track:77aGmIUgtNOVhUnTYMYNaD,0.51,0.364,4,-12.175,1,0.0322,0.821,0.156,0.249,0.608,117.885,audio_features,https://api.spotify.com/v1/audio-analysis/77aGmIUgtNOVhUnTYMYNaD,186960,4
Nana Mouskouri,3C67ACFhWbVvK67i3lvmGC,À force de prier - Grand Prix Eurovision 1963,0,spotify:track:3C67ACFhWbVvK67i3lvmGC,0.346,0.359,8,-5.728,0,0.0278,0.839,0.0,0.144,0.281,94.57,audio_features,https://api.spotify.com/v1/audio-analysis/3C67ACFhWbVvK67i3lvmGC,155467,4
Camillo Felgen,5OUvkBngWb5OsVdzJ7qG0a,Petit Bonhomme,2,spotify:track:5OUvkBngWb5OsVdzJ7qG0a,0.351,0.723,0,-6.834,1,0.0669,0.687,0.0,0.89,0.542,116.794,audio_features,https://api.spotify.com/v1/audio-analysis/5OUvkBngWb5OsVdzJ7qG0a,168465,3
Jean-Claude Pascal,35PWl4T8d2U3a5AboajXXw,Nous les amoureux,36,spotify:track:35PWl4T8d2U3a5AboajXXw,0.418,0.281,9,-12.761,0,0.0351,0.961,5.75e-05,0.115,0.251,116.433,audio_features,https://api.spotify.com/v1/audio-analysis/35PWl4T8d2U3a5AboajXXw,187107,4
Camillo Felgen,2b8igdRH1x6lIjJd4IUGE7,So Laang We s Du Do Bast,2,spotify:track:2b8igdRH1x6lIjJd4IUGE7,0.274,0.706,3,-5.849,1,0.068,0.989,5.95e-05,0.865,0.672,98.535,audio_features,https://api.spotify.com/v1/audio-analysis/2b8igdRH1x6lIjJd4IUGE7,196259,4
Solange Berry,4J3TVPuP3xDwhYAcRQV4O8,Un Grand Amour,3,spotify:track:4J3TVPuP3xDwhYAcRQV4O8,0.297,0.089,1,-26.825,1,0.139,0.955,0.0,0.733,0.233,80.855,audio_features,https://api.spotify.com/v1/audio-analysis/4J3TVPuP3xDwhYAcRQV4O8,209425,3
Daniele Dupre,3g4Pmtk3Up0NCYRFqcEPsQ,Tant De Peine,3,spotify:track:3g4Pmtk3Up0NCYRFqcEPsQ,0.31,0.121,7,-29.712,0,0.0804,0.976,3.31e-05,0.629,0.392,115.202,audio_features,https://api.spotify.com/v1/audio-analysis/3g4Pmtk3Up0NCYRFqcEPsQ,210391,3
Michèle Arnaud,6aXIskiIZMXDsGDA4Zve01,Les Amants De Minuit,1,spotify:track:6aXIskiIZMXDsGDA4Zve01,0.372,0.24,11,-9.022,1,0.0429,0.952,0.0,0.0766,0.131,92.803,audio_features,https://api.spotify.com/v1/audio-analysis/6aXIskiIZMXDsGDA4Zve01,156389,1
Michèle Arnaud,6zbFKX74gD44REVhScTvBP,Ne Crois Pas,0,spotify:track:6zbFKX74gD44REVhScTvBP,0.678,0.503,11,-6.984,1,0.0462,0.827,0.0,0.142,0.677,141.874,audio_features,https://api.spotify.com/v1/audio-analysis/6zbFKX74gD44REVhScTvBP,109563,4
Vasil Garvanliev,4yvRoOkKUZNLBRC1NUI4Za,Here I Stand,59,spotify:track:4yvRoOkKUZNLBRC1NUI4Za,0.322,0.195,7,-11.396,1,0.0365,0.512,0.0,0.318,0.133,137.77,audio_features,https://api.spotify.com/v1/audio-analysis/4yvRoOkKUZNLBRC1NUI4Za,180501,4
Vasil Garvanliev,3Dx7BY1RKFU6v79Dbudss3,You,36,spotify:track:3Dx7BY1RKFU6v79Dbudss3,0.679,0.756,6,-5.071,0,0.0305,0.139,7.43e-05,0.104,0.445,119.969,audio_features,https://api.spotify.com/v1/audio-analysis/3Dx7BY1RKFU6v79Dbudss3,182447,4
Tamara Todevska,4L2YQw0JBuYcS8M1uQKQjC,Proud,43,spotify:track:4L2YQw0JBuYcS8M1uQKQjC,0.361,0.418,0,-5.632,0,0.0305,0.817,0.0,0.139,0.276,92.393,audio_features,https://api.spotify.com/v1/audio-analysis/4L2YQw0JBuYcS8M1uQKQjC,180000,4
Eye Cue,5pr2apsKCrMhoAwQ5ESJym,Lost & Found,34,spotify:track:5pr2apsKCrMhoAwQ5ESJym,0.683,0.775,8,-2.498,1,0.061,0.118,0.0,0.11,0.687,120.04,audio_features,https://api.spotify.com/v1/audio-analysis/5pr2apsKCrMhoAwQ5ESJym,184800,4
Jana Burčeska,2oim5PeJo33M01bXAUVKLu,Dance Alone,37,spotify:track:2oim5PeJo33M01bXAUVKLu,0.641,0.759,1,-7.847,0,0.0422,0.00255,3.91e-05,0.326,0.403,120.035,audio_features,https://api.spotify.com/v1/audio-analysis/2oim5PeJo33M01bXAUVKLu,186293,4
Kaliopi,73MwyA75Di6zMWkBUFjNWa,Dona,27,spotify:track:73MwyA75Di6zMWkBUFjNWa,0.519,0.512,7,-6.827,1,0.0478,0.175,4.97e-06,0.11,0.168,131.849,audio_features,https://api.spotify.com/v1/audio-analysis/73MwyA75Di6zMWkBUFjNWa,180316,4
Daniel Kajmakoski,6PruiyHcWU9wbgH4cKPIV4,Autumn Leaves - Eurovision 2015 - F.Y.R. Macedonia,0,spotify:track:6PruiyHcWU9wbgH4cKPIV4,0.59,0.608,0,-9.13,1,0.0331,0.418,0.0,0.0872,0.373,120.065,audio_features,https://api.spotify.com/v1/audio-analysis/6PruiyHcWU9wbgH4cKPIV4,182427,4
Tijana Dapcevic,4C2wnoXZQIkQ6UKbBthh9l,To the sky ( Where do we go now ),22,spotify:track:4C2wnoXZQIkQ6UKbBthh9l,0.545,0.877,1,-5.404,0,0.0513,0.00463,0.0,0.102,0.743,128.012,audio_features,https://api.spotify.com/v1/audio-analysis/4C2wnoXZQIkQ6UKbBthh9l,194062,4
Lozano,1NsmxRrhvkV2ccrnsgoafc,Pred da Se Razdeni (feat. Esma Redzepova),22,spotify:track:1NsmxRrhvkV2ccrnsgoafc,0.562,0.907,10,-4.441,1,0.0422,0.00343,0.0,0.331,0.276,125.015,audio_features,https://api.spotify.com/v1/audio-analysis/1NsmxRrhvkV2ccrnsgoafc,187063,4
Kaliopi,1tvQ2CzMCbcVGylkU9u8TS,Crno i Belo,33,spotify:track:1tvQ2CzMCbcVGylkU9u8TS,0.734,0.517,2,-10.13,0,0.327,0.356,0.0,0.0792,0.211,129.788,audio_features,https://api.spotify.com/v1/audio-analysis/1tvQ2CzMCbcVGylkU9u8TS,181838,4
Elena Risteska,0FQHOOqIdtEAM0uutQilaz,Ninanajna,0,spotify:track:0FQHOOqIdtEAM0uutQilaz,0.754,0.858,11,-3.478,0,0.0887,0.146,0.0,0.0886,0.782,100.04,audio_features,https://api.spotify.com/v1/audio-analysis/0FQHOOqIdtEAM0uutQilaz,181674,4
Toše Proeski,5T7vwco5GTNHA4HRvneoqe,Life,0,spotify:track:5T7vwco5GTNHA4HRvneoqe,0.716,0.938,9,-3.202,0,0.0865,0.156,0.0,0.058,0.731,136.041,audio_features,https://api.spotify.com/v1/audio-analysis/5T7vwco5GTNHA4HRvneoqe,183533,1
Destiny,0NbGUXzlqYkSKlGiduwo84,Je me casse - Eurovision Official Entry,43,spotify:track:0NbGUXzlqYkSKlGiduwo84,0.767,0.871,8,-4.494,0,0.1,0.153,1.27e-06,0.277,0.79,111.973,audio_features,https://api.spotify.com/v1/audio-analysis/0NbGUXzlqYkSKlGiduwo84,178500,4
Destiny,15E0nttOxOjP8ukMCtIm5A,All of My Love - Radio edit,29,spotify:track:15E0nttOxOjP8ukMCtIm5A,0.623,0.74,4,-4.543,0,0.0539,0.104,0.0,0.155,0.571,99.891,audio_features,https://api.spotify.com/v1/audio-analysis/15E0nttOxOjP8ukMCtIm5A,185749,4
Michela,3f2A1yImyhIh63zVioggr5,Chameleon,0,spotify:track:3f2A1yImyhIh63zVioggr5,0.709,0.704,10,-3.718,0,0.0915,0.322,0.0,0.264,0.836,98.033,audio_features,https://api.spotify.com/v1/audio-analysis/3f2A1yImyhIh63zVioggr5,179698,4
